topic 0
Ruby : 0.0144022190111
Mac : 0.0109337357605
Android : 0.010321650481
JavaScript : 0.0101176220545
Linux : 0.00970956520144
Rails : 0.00970956520144
iOS : 0.0082813662159
PHP : 0.00705719565687
Windows : 0.00705719565687
Python : 0.00624108195085

topic 1
Python : 0.01882153045
TensorFlow : 0.0166823477764
DeepLearning : 0.0136263725285
Chainer : 0.00812561708229
機械学習 : 0.00537523935917
深層学習 : 0.00506964183438
CNN : 0.00506964183438
MachineLearning : 0.00506964183438
Keras : 0.0044584467848
ConvolutionalNeuralNetworks : 0.00354165421043

topic 2
MySQL : 0.0170021598802
VBA : 0.00777426391023
Selenium : 0.00283074821202
Excel : 0.00283074821202
access : 0.00217161278559
ExcelVBA : 0.00184204507238
AWS : 0.00151247735916
centos7 : 0.00151247735916
firefox : 0.00118290964595
基本情報技術者 : 0.00118290964595

topic 3
baserCMS : 0.000910986421374
Python : 0.000910986421374
Rails : 0.000910986421374
#slick-codegen : 0.000559155929817
Django : 0.000559155929817
Format : 0.000559155929817
bootstrap : 0.000559155929817
[TensorFlowで株価予想] : 0.000559155929817
iOS, : 0.000559155929817
OpenCV : 0.000559155929817

topic 4
crystal : 0.00523960365194
nginx : 0.00389519138131
Ruby : 0.00221467604301
chef : 0.00120636684003
jq : 0.00120636684003
TypeScript : 0.00120636684003
RxSwift : 0.000870263772375
CakePHP : 0.000870263772375
InternetExplorer : 0.000870263772375
Parslet : 0.000870263772375

topic 5
Python : 0.00667123238491
AOJ : 0.0063472174839
Excel : 0.00602320258288
VBA : 0.00375509827577
PowerShell : 0.00343108337476
python3 : 0.00278305357273
PHP : 0.00245903867171
numpy : 0.00245903867171
Ruby : 0.00181100886968
アルゴリズム : 0.00181100886968

topic 6
SSH : 0.0110037784488
vagrant : 0.005747581862
vmware : 0.00543839382749
ネットワーク : 0.00420164168942
さくらのクラウド : 0.00358326562039
VirtualBox : 0.00327407758587
Network : 0.00327407758587
Terraform : 0.00234651348233
SoftLayer : 0.00203732544781
MySQL : 0.00203732544781

topic 7
Swift : 0.00769301151048
Android : 0.00713533023077
Ruby : 0.00601996767135
新人プログラマ応援 : 0.00546228639164
初心者 : 0.00518344575179
Java : 0.00490460511193
Rails : 0.00434692383223
C++ : 0.00434692383223
C : 0.00378924255252
Excel : 0.00351040191266

